Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume,Pressure [kPa],H_ads [kJ/mol],CO2 Uptake [g/g]
4341.28,0.85847,15.33451,20.6228,0.367077,6383.74,1.0,-1502.3089599609375,0.3180157244205475
2858.37,0.796082,9.21859,13.38562,0.692885,1752.5,1.0,-1702.12890625,0.2705174684524536
3775.07,0.74101,6.29143,13.48192,0.617967,1825.43,1.0,-1655.154052734375,0.29316458106040955
1077.8,0.448229,6.85494,7.67884,1.14958,74.5068,1.0,-2320.735107421875,0.8804331421852112
422.025,0.252069,4.7696,4.8832,1.67327,17.0669,1.0,-3341.404296875,3.818854808807373
652.745,0.318454,3.66631,4.32341,1.28965,36.2822,1.0,-3678.550048828125,6.467582702636719
1831.58,0.584877,7.17673,7.97435,0.851816,238.129,1.0,-2566.044189453125,1.3707215785980225
1527.46,0.637219,6.48818,6.96229,1.00547,106.133,1.0,-2823.11669921875,5.456457614898682
201.795,0.234141,3.42525,3.95936,1.72081,2.93235,1.0,-4112.0126953125,3.613896369934082
3601.36,0.768025,9.67229,10.76037,0.565402,3327.62,1.0,-1833.9747314453125,0.39955848455429077
1547.17,0.561204,19.85248,20.00488,0.794872,1018.45,1.0,-1977.565673828125,0.18962858617305756
2832.49,0.654483,5.69206,7.40254,0.855852,550.384,1.0,-2010.0240478515625,0.4893088638782501
2887.17,0.792649,35.3453,35.68187,0.320098,4978.03,1.0,-1075.529296875,0.13881827890872955
4349.59,0.823357,10.66541,11.74806,0.477893,1912.08,1.0,-1502.2681884765625,0.33489990234375
1081.86,0.442933,3.44528,5.40842,1.25365,129.742,1.0,-3127.948974609375,2.1422173976898193
2695.48,0.653141,4.97766,9.18803,0.83294,1010.26,1.0,-2360.939453125,0.8044752478599548
3289.4,0.784787,6.82851,21.05813,0.542719,4470.09,1.0,-1724.0830078125,0.41381505131721497
4625.87,0.846244,11.99207,14.38768,0.388694,4182.86,1.0,-1572.8489990234375,0.3928124010562897
1433.15,0.43262,3.89776,5.17051,1.12827,33.1499,1.0,-2575.32080078125,0.6795716881752014
4413.18,0.819598,9.85243,14.7477,0.430891,3847.38,1.0,-1294.0067138671875,0.2300555557012558
384.863,0.296168,3.70463,4.48424,1.77239,14.1484,1.0,-3482.425048828125,2.8119494915008545
3730.87,0.794562,10.70838,11.75092,0.550994,1142.61,1.0,-2146.46923828125,0.9052838683128357
554.652,0.256826,3.43359,4.08061,1.34037,10.1591,1.0,-3124.71044921875,0.6181389689445496
318.418,0.200002,3.37845,4.14797,1.268,8.69285,1.0,-3634.69091796875,2.2009949684143066
48.9807,0.0659079,3.40601,3.73737,2.26152,0.980918,1.0,-3509.52392578125,0.13672113418579102
2038.03,0.497585,3.99968,6.62876,0.963051,131.881,1.0,-2145.292236328125,0.47748586535453796
1705.28,0.675114,6.79971,7.43259,0.968707,154.378,1.0,-2625.581298828125,3.375948905944824
437.849,0.331812,3.66914,4.72672,1.36501,14.4661,1.0,-4084.6005859375,16.319875717163086
748.231,0.331024,5.98548,6.99877,1.47601,95.457,1.0,-2074.722412109375,0.14664122462272644
1552.58,0.585501,5.94197,8.45019,1.25867,506.647,1.0,-2258.314697265625,0.3962908685207367
156.467,0.1268,3.80446,4.05646,1.70187,5.32432,1.0,-3311.1259765625,0.32326388359069824
1199.54,0.463706,13.64902,14.54279,0.895267,1292.15,1.0,-2269.068603515625,0.3129807710647583
1498.82,0.503405,3.80388,5.69288,1.07048,227.847,1.0,-2855.21630859375,3.1184704303741455
2913.23,0.682064,7.51695,8.55351,0.821242,508.568,1.0,-2243.7333984375,0.9106449484825134
5256.23,0.939204,20.84148,21.52472,0.185596,18394.7,1.0,-825.3157958984375,0.17677780985832214
3503.17,0.760407,7.41763,9.94522,0.635874,785.835,1.0,-1898.24169921875,0.5909473299980164
684.878,0.470156,3.38816,7.36094,1.38705,132.374,1.0,-2999.99169921875,2.7676355838775635
3220.98,0.750842,8.81861,13.29118,0.741301,1424.98,1.0,-1495.2301025390625,0.2339920550584793
292.596,0.227562,3.90257,4.90626,1.65753,43.8119,1.0,-4204.376953125,16.063133239746094
1947.12,0.587539,14.40656,14.5701,0.667241,470.935,1.0,-1652.6033935546875,0.1957879662513733
2608.84,0.590911,5.97507,7.23475,0.806006,684.295,1.0,-1911.3172607421875,0.4036625027656555
1976.56,0.599984,6.06291,7.94843,0.90963,712.937,1.0,-3585.431396484375,5.6518049240112305
1930.41,0.581039,6.38638,7.82162,0.864685,208.748,1.0,-2697.528076171875,1.430068850517273
1175.23,0.408384,4.94701,6.19871,1.11572,141.433,1.0,-2426.697998046875,0.8135715126991272
2600.61,0.697995,4.86843,10.27299,0.822247,1014.42,1.0,-2472.1171875,1.5038295984268188
960.324,0.485611,3.62904,7.60193,1.36043,162.998,1.0,-2990.388916015625,3.2837603092193604
4795.39,0.825919,8.17594,12.7084,0.444537,6134.82,1.0,-1550.6153564453125,0.4361932575702667
2412.99,0.652106,7.66575,9.52473,0.883366,722.543,1.0,-1802.3314208984375,0.23857088387012482
1277.95,0.356259,6.05335,6.43625,1.0598,500.14,1.0,-2845.248291015625,0.5689551830291748
4289.71,0.782272,7.56196,9.85365,0.581987,1035.41,1.0,-1624.383056640625,0.3886485993862152
2101.89,0.634157,7.73561,8.92901,0.907498,261.53,1.0,-2009.96337890625,0.5896422266960144
945.449,0.462751,4.98592,5.9101,1.26342,50.2151,1.0,-3021.226806640625,4.867983341217041
2116.13,0.544564,5.9516,7.04354,0.885089,261.256,1.0,-2578.38037109375,1.1552932262420654
3367.24,0.660121,4.98775,6.28048,0.799691,570.902,1.0,-2477.8818359375,1.5577630996704102
1678.7,0.541754,6.93368,7.50483,0.954512,302.369,1.0,-2163.90283203125,0.6681782007217407
1207.94,0.523771,4.72495,6.0965,1.13387,329.964,1.0,-2865.19091796875,2.7809677124023438
1765.85,0.689267,13.1001,13.60694,0.83039,1305.61,1.0,-1803.1785888671875,0.26071077585220337
302.574,0.202239,3.33009,4.165,1.42755,6.83391,1.0,-3150.698974609375,0.32219430804252625
1955.96,0.60837,15.29644,15.63912,0.635472,700.273,1.0,-1677.9552001953125,0.22445650398731232
2721.32,0.748017,14.02508,14.36802,0.6033,921.137,1.0,-2385.768798828125,0.997825026512146
994.278,0.469008,4.71701,6.62044,1.22381,63.2374,1.0,-2996.23046875,4.238709449768066
851.464,0.427402,3.41077,4.21849,1.17835,15.2765,1.0,-3539.142578125,4.657980918884277
825.246,0.465636,4.02707,5.18692,1.39716,38.8761,1.0,-3513.182373046875,11.849530220031738
678.947,0.342753,9.59364,10.04299,1.22632,190.304,1.0,-1939.3931884765625,0.16155555844306946
280.483,0.197637,3.37052,4.17113,1.46199,4.30249,1.0,-3619.2041015625,2.4513626098632812
3695.96,0.761354,9.83735,14.77529,0.495984,2239.45,1.0,-1436.8380126953125,0.21650372445583344
3115.11,0.727952,6.78479,11.54615,0.686683,2211.26,1.0,-2684.774658203125,1.650979995727539
1467.02,0.573246,13.41138,13.79527,0.886346,456.53,1.0,-1650.0831298828125,0.16811427474021912
2900.47,0.729948,10.86442,12.47002,0.701636,1382.82,1.0,-2026.5618896484375,0.33346834778785706
1898.85,0.581209,5.90501,6.97294,0.968152,257.713,1.0,-2548.25048828125,1.4921863079071045
2256.13,0.636999,9.64885,9.89918,0.76458,1120.46,1.0,-2562.836669921875,0.7476482391357422
3558.14,0.781428,9.46245,10.79164,0.618419,1839.32,1.0,-1842.0609130859375,0.49196797609329224
4339.21,0.864114,13.95374,20.40129,0.394408,6047.07,1.0,-1499.2158203125,0.35209277272224426
5640.38,0.908293,15.30371,20.56672,0.244069,5202.25,1.0,-1210.3817138671875,0.3149363398551941
2816.69,0.661415,5.7537,9.8195,0.742366,877.285,1.0,-1996.25634765625,0.6699995398521423
1969.29,0.719614,8.41824,10.74135,1.0534,1140.71,1.0,-1819.828369140625,0.2356588989496231
5747.19,0.904832,15.32987,19.94357,0.257754,10903.6,1.0,-1405.926025390625,0.37992164492607117
2523.17,0.660379,7.71848,13.0156,0.77726,1622.02,1.0,-1862.6746826171875,0.26129254698753357
2249.27,0.586318,8.43976,8.84605,0.738886,497.573,1.0,-2451.2138671875,0.7465677857398987
886.813,0.590898,5.18451,6.08683,1.01775,330.968,1.0,-2519.156494140625,1.910080909729004
2575.15,0.788815,15.71163,16.57915,0.552321,1520.92,1.0,-2090.69873046875,0.7655459046363831
178.251,0.149435,3.32193,3.74039,1.34147,1.71679,1.0,-3613.7939453125,0.6083589196205139
3626.78,0.856869,44.41555,44.88935,0.245098,11993.6,1.0,-2014.8878173828125,0.6314422488212585
196.568,0.224679,3.80726,4.17339,2.35317,7.14205,1.0,-3788.34228515625,4.03611946105957
2421.89,0.694431,9.34269,10.07397,0.723678,684.461,1.0,-1976.180419921875,0.6923132538795471
4770.54,0.828474,12.83274,16.14514,0.347971,2950.94,1.0,-1371.1485595703125,0.31921273469924927
1386.68,0.678486,9.67097,10.64442,1.16091,405.112,1.0,-2128.829833984375,0.6003928780555725
2762.33,0.728549,9.30049,15.00535,0.649838,2199.33,1.0,-1287.5548095703125,0.14918842911720276
2859.74,0.764871,11.3675,11.52676,0.611593,540.726,1.0,-2319.05615234375,1.2840434312820435
2716.84,0.779287,14.43105,14.88088,0.588216,2329.67,1.0,-1438.7711181640625,0.1993507444858551
4044.17,0.763085,7.84428,10.76735,0.533344,1291.91,1.0,-1748.132568359375,0.39854928851127625
1616.1,0.555097,7.45179,7.8442,0.959272,115.708,1.0,-2652.423095703125,1.8834019899368286
4010.21,0.717175,6.88092,9.65916,0.580305,1063.56,1.0,-2014.660888671875,0.6359930038452148
789.679,0.32303,4.49036,5.02611,1.13366,21.9306,1.0,-3199.465576171875,3.409294843673706
208.415,0.0924258,5.14504,5.19727,1.36014,34.3222,1.0,-2837.659912109375,0.3257972002029419
1701.63,0.525239,6.28264,9.03288,1.10042,423.561,1.0,-2021.2623291015625,0.29297199845314026
1158.05,0.455609,4.25647,6.28318,1.07826,63.7211,1.0,-2844.53271484375,2.3447282314300537
281.98,0.230448,3.95793,4.66805,1.60294,17.3257,1.0,-3526.500732421875,1.824271559715271
4269.36,0.826453,11.97154,13.93289,0.47822,1765.71,1.0,-1738.683349609375,0.4654095470905304
3007.4,0.631208,5.15813,6.87,0.701194,705.796,1.0,-2332.088134765625,1.3424707651138306
3172.99,0.771536,9.19916,10.52053,0.709755,1224.9,1.0,-1923.077880859375,0.4529879093170166
712.075,0.447161,4.30783,4.65203,1.2837,12.1105,1.0,-3999.4658203125,26.89457893371582
2320.37,0.691295,7.50828,8.90988,0.758424,356.414,1.0,-2690.35400390625,2.1821982860565186
1485.97,0.523066,7.11459,7.69256,1.01206,187.282,1.0,-2687.758544921875,1.361689805984497
3323.5,0.701144,6.17179,7.67253,0.798187,485.515,1.0,-1744.2808837890625,0.3318086564540863
2623.42,0.65326,6.23896,8.71408,0.781367,710.006,1.0,-2358.13671875,1.0648421049118042
446.005,0.250795,4.64877,5.92653,1.44819,32.7499,1.0,-3209.227783203125,3.740286111831665
737.682,0.317592,3.5921,5.66471,1.30908,78.0282,1.0,-2889.149658203125,1.1550997495651245
582.003,0.330813,3.49762,4.70548,1.39863,28.2324,1.0,-3697.992431640625,8.350414276123047
6895.55,0.96124,26.44333,27.28585,0.10338,34302.6,1.0,-771.8806762695312,0.34883928298950195
609.859,0.238532,5.5019,6.80242,1.23498,106.84,1.0,-2462.314697265625,0.5127351880073547
331.061,0.146832,4.92102,6.25137,1.63342,41.794,1.0,-1912.6304931640625,0.05909096077084541
684.68,0.243147,4.40746,5.55174,1.25239,82.3578,1.0,-2585.4052734375,0.6127668619155884
1551.01,0.532636,6.03698,6.95293,0.970295,86.6602,1.0,-2625.1884765625,1.7498469352722168
549.223,0.327208,5.2511,7.79604,2.10901,477.483,1.0,-2150.171630859375,0.13456247746944427
1322.23,0.681084,12.47118,12.98719,1.12538,1223.14,1.0,-1797.1439208984375,0.18929240107536316
2760.41,0.66809,7.28933,9.34478,0.764484,2287.19,1.0,-2100.989013671875,0.7272526025772095
2020.15,0.591455,4.25422,7.93607,0.989013,653.223,1.0,-2599.088134765625,1.5818387269973755
3417.68,0.813103,8.36596,16.2982,0.601024,5153.16,1.0,-1599.862548828125,0.3337801694869995
422.331,0.193113,3.45673,4.28195,1.44902,10.5784,1.0,-2974.382080078125,0.48163241147994995
769.018,0.378397,4.26263,5.42423,1.34889,41.2652,1.0,-2996.166259765625,2.429088830947876
522.615,0.277519,3.85913,4.4504,1.36293,16.3987,1.0,-3625.360595703125,5.03371000289917
1802.94,0.604757,15.33673,15.6021,0.691203,694.043,1.0,-1667.7430419921875,0.18504108488559723
1915.63,0.555278,4.65535,8.60383,0.987269,763.393,1.0,-2047.957763671875,0.3374955654144287
780.122,0.368037,4.03578,5.96622,1.35738,154.716,1.0,-3134.345947265625,3.2580785751342773
1941.17,0.576701,8.39627,9.1058,0.882313,298.502,1.0,-2062.03271484375,0.4754376709461212
2030.95,0.632308,3.97074,10.01636,0.873654,2041.85,1.0,-2332.0576171875,1.1897226572036743
3401.36,0.636964,5.57432,7.17859,0.747814,459.803,1.0,-2163.601318359375,0.7138406038284302
462.974,0.339153,3.75749,4.70575,1.58379,14.8188,1.0,-3904.0947265625,10.977974891662598
321.492,0.430856,3.52812,4.44175,1.83193,7.72867,1.0,-4893.9248046875,46.84249496459961
5299.1,0.88278,13.60586,19.08955,0.284798,4880.61,1.0,-1225.0023193359375,0.26119717955589294
1504.21,0.549385,5.80932,7.3165,1.12939,372.846,1.0,-2533.443359375,1.3275717496871948
800.701,0.429581,11.18757,11.69319,1.42813,278.498,1.0,-1579.150390625,0.06731897592544556
600.606,0.284591,6.07471,8.00608,1.39773,277.978,1.0,-2209.527587890625,0.27675217390060425
3072.39,0.76804,11.39839,11.75782,0.598624,669.979,1.0,-2468.232666015625,1.4184826612472534
310.725,0.15549,4.88842,5.65624,1.66872,49.8768,1.0,-2544.0732421875,0.2937639653682709
1391.45,0.51959,7.04446,7.53953,0.990284,25.8565,1.0,-2776.46630859375,2.4564757347106934
4025.85,0.741734,7.74016,10.11786,0.547348,1900.82,1.0,-1379.5933837890625,0.1989966332912445
5682.36,0.955995,24.66868,25.46749,0.134144,29481.3,1.0,-669.6163940429688,0.24736951291561127
1202.72,0.51161,6.81647,7.68128,1.16031,152.02,1.0,-2516.789794921875,1.19456946849823
461.909,0.251632,3.58682,4.6865,1.57317,21.6312,1.0,-3047.84521484375,0.8255993723869324
113.125,0.125547,3.88364,5.94481,2.87192,74.2589,1.0,-2984.390869140625,0.2989276349544525
2168.01,0.679599,5.34075,6.48122,0.890626,164.75,1.0,-3037.3154296875,7.198324680328369
1488.07,0.521976,4.049,6.39382,1.06274,143.607,1.0,-2916.821044921875,2.8469512462615967
1963.73,0.597902,5.22136,7.30172,0.895972,566.497,1.0,-4228.30908203125,18.558353424072266
2913.27,0.728282,8.40907,13.99162,0.688714,1992.74,1.0,-1649.9996337890625,0.24550145864486694
3941.61,0.747455,6.33605,13.37438,0.601843,1846.61,1.0,-1559.88525390625,0.2682032287120819
1919.67,0.614553,4.80025,8.93586,0.95519,723.962,1.0,-2419.8115234375,1.1670308113098145
864.01,0.348253,6.39402,6.69344,1.3861,89.3694,1.0,-2007.5875244140625,0.19100336730480194
1998.49,0.627601,6.10916,6.82274,0.875118,177.302,1.0,-2773.83154296875,2.9609270095825195
723.45,0.265885,7.22771,7.65,1.23366,142.9,1.0,-1847.51611328125,0.09973230212926865
915.358,0.374917,4.24333,6.07049,1.19397,47.476,1.0,-2783.37744140625,1.653643250465393
4833.14,0.847534,10.86145,13.70238,0.387205,2254.27,1.0,-1513.3746337890625,0.38212427496910095
563.905,0.36566,3.54146,5.32543,1.60564,50.4811,1.0,-2888.4970703125,1.1505939960479736
1215.32,0.467183,4.52728,6.50462,1.18491,102.456,1.0,-2535.593994140625,1.0116629600524902
854.545,0.433146,3.5285,6.3714,1.5732,128.097,1.0,-2598.493896484375,0.5492609143257141
3313.76,0.885596,30.12775,30.35455,0.304447,4843.19,1.0,-1721.292236328125,0.640301525592804
58.3253,0.148775,3.3184,3.98941,1.84827,0.944163,1.0,-3928.0322265625,0.5376899242401123
2699.01,0.658718,7.60746,8.62431,0.770384,330.928,1.0,-1815.26953125,0.42805302143096924
2828.36,0.853268,18.98412,20.67664,0.49838,5534.4,1.0,-1748.4429931640625,0.3301304280757904
3778.29,0.783513,6.16862,14.09349,0.578063,2963.56,1.0,-1932.589599609375,0.6571634411811829
5032.26,0.875387,15.18981,20.47722,0.329021,6446.17,1.0,-1402.9510498046875,0.298941433429718
1871.33,0.589845,5.08548,9.35332,0.966721,908.675,1.0,-2858.277099609375,1.7624075412750244
426.593,0.292377,4.04226,4.42015,1.41427,17.3461,1.0,-3982.286376953125,13.121321678161621
321.72,0.197721,4.07396,4.56585,1.45448,16.082,1.0,-3565.035888671875,3.3410162925720215
844.592,0.412952,4.27323,5.54712,1.3501,51.7723,1.0,-3045.429443359375,3.6717705726623535
897.636,0.440695,3.44357,6.12761,1.34631,65.1281,1.0,-2812.798583984375,2.416175365447998
1131.23,0.476688,4.03202,5.37225,1.04529,96.9108,1.0,-3427.661376953125,10.694754600524902
1810.11,0.546332,6.89707,8.54898,0.938455,689.313,1.0,-2759.91796875,0.9568836092948914
1707.79,0.588226,4.44698,13.00223,1.02436,897.213,1.0,-2241.976806640625,0.6916679739952087
1560.21,0.609957,8.71238,9.74855,0.99187,335.944,1.0,-2329.516845703125,0.864884614944458
5422.33,0.874159,13.79905,17.30413,0.296383,3324.69,1.0,-1382.1815185546875,0.3319052457809448
1650.63,0.556745,5.76877,7.52287,0.98164,859.465,1.0,-2714.85546875,1.899559497833252
360.385,0.33228,3.82264,4.36499,1.55002,4.00159,1.0,-3997.763916015625,6.763039588928223
1431.22,0.513013,4.51797,5.49576,1.01665,55.4662,1.0,-2892.320556640625,4.13482666015625
1081.94,0.451306,6.92213,7.33308,1.14905,73.7489,1.0,-2326.27685546875,0.8740860223770142
3347.24,0.677698,5.64141,8.25927,0.71976,401.452,1.0,-2015.7320556640625,0.6530012488365173
3700.6,0.807239,12.24766,14.88237,0.506962,3362.52,1.0,-1655.3253173828125,0.34598639607429504
661.694,0.38573,3.83246,4.83835,1.21903,19.9758,1.0,-3876.133056640625,14.522058486938477
354.922,0.252588,3.55812,5.42182,1.4874,40.0899,1.0,-3531.277099609375,1.379913330078125
2723.69,0.66725,8.61866,9.18089,0.690354,366.9,1.0,-3147.100341796875,1.6680094003677368
2105.58,0.824906,12.8229,20.08621,0.792407,5612.17,1.0,-1780.70166015625,0.2831087112426758
318.884,0.154542,4.65296,5.05171,1.33723,30.8034,1.0,-2655.623779296875,0.24245993793010712
1161.74,0.476268,5.31189,6.63603,1.07552,106.513,1.0,-2804.458740234375,2.875783920288086
705.828,0.275827,5.07974,6.82918,1.20739,81.5553,1.0,-2680.692138671875,0.6420096158981323
2877.75,0.648059,6.73231,7.28113,0.727592,405.33,1.0,-2492.5693359375,1.6772221326828003
2484.17,0.55542,6.53107,8.96271,0.843704,1037.51,1.0,-2479.6494140625,0.7283725738525391
368.835,0.236646,3.31942,4.64426,1.32015,27.1304,1.0,-3658.916015625,1.7548003196716309
2734.05,0.719473,9.77373,11.15078,0.629922,571.204,1.0,-2244.473876953125,1.0235233306884766
647.909,0.294025,3.52035,5.39598,1.3731,82.5897,1.0,-3099.9013671875,1.5347952842712402
1572.8,0.532163,5.10903,6.67722,1.06722,99.7195,1.0,-2345.7490234375,1.0683488845825195
2926.83,0.724801,5.94624,12.9256,0.74184,1563.5,1.0,-1386.7550048828125,0.1589929759502411
3451.74,0.735668,5.55222,11.94824,0.698192,3270.6,1.0,-2586.48779296875,1.957714319229126
3520.28,0.693939,6.49091,8.36209,0.670821,484.276,1.0,-1916.465087890625,0.49895521998405457
234.604,0.211634,3.31619,4.91028,1.37037,8.86468,1.0,-3901.93701171875,6.585192680358887
4645.2,0.805777,9.39194,14.35141,0.427644,2888.8,1.0,-1448.2979736328125,0.29839053750038147
3544.57,0.736308,6.61396,11.28335,0.631896,1105.93,1.0,-2136.291015625,0.8523771166801453
784.953,0.318539,3.62086,4.1299,1.07441,6.11091,1.0,-3479.289794921875,3.939100742340088
1229.42,0.517362,3.8415,7.54446,1.28511,421.024,1.0,-2768.874267578125,1.9669996500015259
3699.39,0.813382,8.45316,16.2594,0.561481,5291.93,1.0,-1533.1317138671875,0.3176177442073822
1560.91,0.539581,3.54397,4.63166,1.07681,138.731,1.0,-3014.38916015625,2.358646869659424
4785.79,0.756806,11.79109,13.94802,0.411838,2000.67,1.0,-1643.1055908203125,0.33805620670318604
104.674,0.0937719,3.49545,6.64278,2.33813,33.885,1.0,-2835.541259765625,0.25438493490219116
2175.4,0.555023,4.61194,5.81684,0.824383,348.298,1.0,-3209.91064453125,4.311729907989502
2174.47,0.667447,6.27241,10.23036,0.893685,1223.76,1.0,-2514.74462890625,1.2302978038787842
419.968,0.248864,4.10825,5.93381,1.86455,44.8649,1.0,-2791.8798828125,0.46382924914360046
1030.92,0.363183,4.88189,7.37238,1.18167,347.901,1.0,-2240.088623046875,0.45070818066596985
558.885,0.293386,8.51354,9.20336,1.41766,134.652,1.0,-2139.13916015625,0.27105969190597534
5868.73,0.875978,11.03323,18.83902,0.307712,7441.87,1.0,-1172.4332275390625,0.2463531196117401
324.682,0.222287,3.40363,4.09957,1.50618,4.94711,1.0,-3477.1279296875,0.7487367987632751
1324.09,0.658104,7.04166,7.16356,1.20858,206.427,1.0,-2877.161376953125,4.9438395500183105
3469.13,0.728144,7.86884,10.41231,0.62141,562.008,1.0,-1499.1842041015625,0.3097667694091797
3445.41,0.893987,32.8289,33.35607,0.277868,5755.66,1.0,-1723.2735595703125,0.6190250515937805
4103.84,0.840916,12.26313,14.15358,0.431496,2427.35,1.0,-1843.417724609375,0.4279071092605591
1782.2,0.615157,4.82383,8.44411,1.11169,503.93,1.0,-2515.369140625,1.2929939031600952
301.182,0.175194,4.12122,4.32124,1.62253,13.9473,1.0,-2445.019775390625,0.050715722143650055
801.539,0.371933,4.48494,6.11708,1.85384,211.383,1.0,-2142.06787109375,0.14513462781906128
3159.27,0.702207,6.4571,11.30026,0.690677,1407.02,1.0,-1782.994873046875,0.34473270177841187
431.683,0.199935,5.21478,5.39454,1.40383,62.3992,1.0,-2667.166748046875,0.6512990593910217
2200.11,0.564455,4.63048,9.34166,0.890435,613.396,1.0,-2613.677734375,1.7117271423339844
4658.04,0.867781,14.17601,17.34983,0.348444,3103.68,1.0,-1426.1739501953125,0.3016974627971649
263.947,0.180305,3.66458,4.3599,2.29244,12.9167,1.0,-3057.748046875,0.3477799892425537
888.418,0.512452,4.23804,5.29823,1.51665,69.8476,1.0,-3429.7109375,9.553765296936035
2327.42,0.675018,11.04199,11.2107,0.700398,526.774,1.0,-2254.4365234375,0.6954505443572998
256.734,0.222981,3.80694,4.83162,1.7127,22.5643,1.0,-4106.955078125,12.19857406616211
120.351,0.151183,3.41904,3.81829,1.68198,0.876406,1.0,-3795.59326171875,0.6291928887367249
3066.18,0.695885,7.52476,8.40667,0.752538,317.62,1.0,-1836.40234375,0.5021982192993164
5071.09,0.807612,9.35018,11.37498,0.456679,1157.17,1.0,-1747.726318359375,0.5506795048713684
1593.46,0.571585,6.8883,7.10666,1.01894,110.659,1.0,-2267.959716796875,1.079574465751648
